,AAA,BBB,CCC,DDD,EEE
19910,8961.29,1196.52,4984.56,9925.47,12085.58
19911,8959.84,1196.51,4984.88,9924.71,12087.74
19912,8960.5,1196.42,4985.14,9926.49,12087.86
19913,8960.99,1196.29,4984.46,9925.34,12087.66
19914,8959.04,1196.34,4984.58,9924.57,12087.32
19915,8959.6,1196.43,4984.77,9924.64,12088.62
19916,8959.87,1196.47,4985.13,9924.02,12088.21
19917,8959.73,1196.33,4985.4,9924.25,12087.59
19918,8958.52,1196.33,4984.97,9923.25,12088.15
19919,8958.07,1196.67,4985.13,9924.79,12088.99
19920,8957.69,1196.76,4984.53,9923.68,12087.6
19921,8957.96,1196.66,4984.28,9921.9,12087.82
19922,8957.36,1196.83,4983.82,9921.65,12088.18
19923,8960.64,1196.69,4983.26,9921.63,12086.27
19924,8960.24,1196.72,4983.22,9919.78,12085.62
19925,8960.92,1196.75,4983.2,9921.49,12085.01
19926,8960.9,1196.75,4982.57,9921.63,12087.28
19927,8961.82,1196.69,4981.64,9924.76,12087.27
19928,8960.96,1196.44,4980.66,9924.63,12089.68
19929,8961.08,1196.47,4980.59,9924.07,12089.81
19930,8961.08,1196.48,4981.18,9924.03,12090.6
19931,8961.13,1196.68,4981.67,9924.0,12090.5
19932,8962.12,1196.66,4982.29,9926.09,12087.67
19933,8962.46,1196.67,4982.72,9926.74,12087.31
19934,8962.69,1196.58,4982.87,9926.86,12086.56
19935,8962.98,1196.47,4983.01,9927.44,12086.18
19936,8964.39,1196.51,4982.01,9926.36,12086.96
19937,8964.02,1196.41,4981.78,9927.55,12088.84
19938,8963.67,1196.41,4982.1,9926.8,12089.22
19939,8965.89,1196.46,4981.21,9926.1,12090.81
19940,8966.44,1196.45,4981.91,9925.05,12091.65
19941,8967.5,1196.41,4981.61,9924.99,12091.44
19942,8967.21,1196.39,4982.98,9924.04,12090.8
19943,8965.5,1196.29,4983.23,9923.66,12090.04
19944,8965.32,1196.21,4983.49,9923.1,12090.14
19945,8965.08,1195.98,4983.27,9922.12,12091.33
19946,8964.48,1195.85,4983.16,9923.27,12089.19
19947,8965.23,1195.93,4982.51,9921.8,12089.85
19948,8965.2,1195.93,4982.52,9921.62,12089.01
19949,8964.8,1195.98,4982.83,9922.16,12087.41
19950,8965.3,1196.03,4983.64,9922.18,12088.1
19951,8966.2,1195.99,4982.4,9921.89,12090.87
19952,8964.54,1195.93,4981.99,9922.51,12090.07
19953,8964.22,1195.93,4981.1,9924.76,12089.9
19954,8963.41,1196.05,4981.16,9924.25,12092.34
19955,8962.17,1196.19,4980.35,9924.2,12093.48
19956,8963.61,1196.22,4980.27,9925.37,12093.12
19957,8963.21,1196.09,4980.43,9926.31,12091.96
19958,8962.51,1195.99,4980.67,9927.41,12092.5
19959,8961.01,1195.93,4980.99,9927.12,12093.74
19960,8960.53,1195.77,4981.33,9925.43,12094.79
19961,8959.42,1195.68,4981.42,9928.45,12091.96
19962,8960.74,1195.75,4981.46,9928.11,12094.04
19963,8961.94,1195.95,4980.77,9926.74,12095.32
19964,8961.97,1196.12,4980.93,9926.45,12096.74
19965,8961.56,1196.12,4981.14,9928.61,12097.14
19966,8959.71,1195.99,4981.33,9928.16,12097.63
19967,8959.57,1195.95,4980.83,9927.79,12098.24
19968,8959.97,1195.79,4980.49,9929.14,12099.43
19969,8960.5,1195.78,4981.25,9927.37,12099.38
19970,8960.88,1195.77,4982.05,9927.29,12097.4
19971,8962.72,1195.71,4981.59,9926.67,12099.35
19972,8961.41,1195.64,4982.92,9926.99,12099.19
19973,8962.8,1195.59,4983.32,9928.68,12098.88
19974,8961.88,1195.59,4982.91,9925.91,12099.11
19975,8962.08,1195.61,4983.31,9925.19,12101.06
19976,8963.77,1195.72,4983.85,9924.73,12100.31
19977,8963.71,1195.74,4982.94,9926.04,12101.48
19978,8965.33,1195.86,4982.8,9927.59,12100.88
19979,8965.71,1195.93,4983.24,9928.75,12101.21
19980,8966.27,1195.92,4984.05,9928.46,12099.74
19981,8965.93,1195.9,4984.31,9927.91,12099.62
19982,8964.67,1195.92,4983.18,9927.57,12100.3
19983,8965.62,1195.85,4983.21,9928.4,12099.39
19984,8964.86,1195.88,4984.25,9929.89,12099.58
19985,8964.66,1195.93,4984.18,9929.95,12101.12
19986,8963.98,1195.73,4984.12,9928.23,12101.34
19987,8962.68,1195.74,4984.11,9929.02,12102.14
19988,8962.17,1195.5,4984.56,9928.18,12101.55
19989,8962.96,1195.55,4985.07,9928.09,12101.83
19990,8962.39,1195.47,4984.12,9929.07,12100.12
19991,8962.91,1195.71,4983.94,9927.97,12100.85
19992,8963.13,1195.73,4984.61,9926.87,12099.81
19993,8963.77,1195.7,4985.23,9928.21,12098.7
19994,8962.85,1195.84,4985.87,9927.58,12097.29
19995,8962.43,1195.53,4986.29,9927.33,12097.23
19996,8962.83,1195.71,4985.63,9927.64,12095.77
19997,8962.68,1195.79,4985.03,9927.64,12097.78
19998,8963.09,1195.6,4985.13,9927.31,12097.08
19999,8962.49,1195.59,4985.25,9927.82,12096.04
20000,8964.09,1195.5,4985.04,9929.27,12096.02
20001,8963.04,1195.4,4984.31,9930.8,12092.24
20002,8964.35,1195.45,4984.34,9930.59,12093.02
20003,8964.22,1195.57,4984.96,9929.68,12093.74
20004,8963.4,1195.59,4984.64,9929.37,12095.07
20005,8964.76,1195.61,4983.74,9929.38,12095.12
20006,8965.92,1195.47,4983.86,9929.99,12096.07
20007,8966.52,1195.53,4983.94,9928.94,12096.16
20008,8968.24,1195.56,4983.57,9928.9,12095.09
20009,8968.69,1195.52,4983.7,9926.35,12095.81
20010,8967.31,1195.56,4983.24,9926.87,12096.24
20011,8967.22,1195.57,4983.55,9927.53,12095.7
20012,8967.49,1195.91,4983.34,9928.24,12096.52
20013,8967.97,1195.94,4983.99,9927.09,12097.39
20014,8966.96,1196.02,4983.49,9927.17,12096.58
20015,8967.17,1196.03,4983.44,9928.66,12099.79
20016,8968.09,1196.15,4982.43,9926.98,12100.05
20017,8967.87,1196.1,4982.49,9926.37,12099.36
20018,8967.49,1195.95,4983.26,9927.2,12100.76
20019,8967.96,1195.79,4983.51,9926.55,12100.75
20020,8968.02,1196.0,4983.71,9926.49,12100.49
20021,8967.69,1195.98,4983.53,9926.75,12099.53
20022,8966.98,1195.99,4985.02,9926.81,12100.08
20023,8966.43,1196.05,4985.18,9925.53,12100.81
20024,8966.19,1196.12,4985.61,9926.01,12099.86
20025,8964.98,1196.16,4985.57,9926.53,12098.59
20026,8965.99,1196.07,4985.14,9926.68,12103.16
20027,8964.91,1196.17,4986.18,9926.09,12103.58
20028,8963.75,1196.2,4986.11,9924.69,12103.35
20029,8962.28,1196.2,4986.09,9923.58,12105.13
20030,8962.04,1196.08,4985.72,9923.84,12106.24
20031,8962.91,1195.9,4985.68,9924.51,12104.81
20032,8963.4,1195.93,4985.44,9924.89,12104.13
20033,8965.2,1195.82,4985.72,9924.43,12102.76
20034,8965.15,1195.65,4985.85,9925.52,12104.24
20035,8965.32,1195.67,4985.63,9927.33,12105.42
20036,8965.71,1195.52,4985.33,9927.89,12103.86
20037,8965.83,1195.53,4985.93,9928.92,12104.46
20038,8966.26,1195.53,4985.17,9928.18,12105.12
20039,8963.25,1195.75,4985.63,9927.59,12103.38
20040,8963.42,1195.7,4986.04,9929.11,12103.11
20041,8964.6,1195.76,4985.2,9929.25,12101.31
20042,8963.65,1195.61,4985.6,9929.76,12100.41
20043,8964.89,1195.67,4985.84,9929.44,12101.71
20044,8964.65,1195.73,4985.46,9929.53,12101.52
20045,8964.39,1195.9,4985.98,9928.72,12102.59
20046,8965.49,1195.92,4986.39,9929.66,12101.33
20047,8965.13,1195.84,4986.33,9928.77,12100.8
20048,8965.86,1196.01,4986.63,9929.69,12099.86
20049,8965.87,1195.97,4986.75,9928.63,12098.79
20050,8966.32,1196.0,4986.26,9929.11,12097.48
20051,8966.6,1196.07,4986.89,9929.48,12094.86
20052,8965.81,1196.03,4986.94,9929.54,12095.56
20053,8965.6,1196.05,4986.86,9927.72,12096.32
20054,8965.99,1196.16,4986.64,9928.18,12095.38
20055,8966.44,1196.15,4986.02,9927.51,12094.5
20056,8967.02,1196.29,4985.9,9927.84,12093.44
20057,8968.04,1196.37,4986.59,9927.45,12093.54
20058,8967.39,1196.31,4987.19,9927.25,12094.13
20059,8967.06,1196.41,4987.53,9927.9,12094.34
20060,8967.03,1196.54,4986.99,9926.21,12093.07
20061,8967.08,1196.52,4987.82,9925.63,12093.28
20062,8966.09,1196.38,4987.86,9927.11,12093.11
20063,8966.68,1196.29,4987.18,9925.39,12095.46
20064,8967.46,1196.34,4987.66,9923.95,12095.14
20065,8967.42,1196.31,4987.04,9923.68,12096.6
20066,8967.02,1196.47,4987.68,9923.54,12095.87
20067,8966.82,1196.69,4988.0,9923.15,12095.26
20068,8966.71,1196.72,4987.61,9923.47,12096.68
20069,8966.54,1196.72,4986.99,9922.53,12097.26
20070,8965.16,1196.51,4986.96,9922.55,12094.88
20071,8966.5,1196.49,4986.77,9922.52,12095.39
20072,8967.24,1196.43,4987.81,9923.77,12094.61
20073,8967.6,1196.4,4987.65,9922.73,12092.48
20074,8967.19,1196.1,4987.39,9923.1,12092.99
20075,8966.32,1196.05,4987.18,9922.32,12093.72
20076,8965.21,1195.85,4987.33,9923.29,12094.43
20077,8965.7,1195.84,4986.99,9923.71,12094.88
20078,8965.59,1195.98,4987.36,9924.87,12094.86
20079,8965.78,1196.04,4987.86,9925.29,12093.8
20080,8964.75,1195.96,4988.69,9925.16,12093.93
20081,8964.88,1195.98,4989.43,9926.24,12093.83
20082,8965.25,1196.17,4989.29,9926.19,12093.14
20083,8966.66,1196.15,4990.09,9926.67,12093.71
20084,8965.66,1196.12,4990.7,9925.24,12095.49
20085,8965.77,1196.16,4991.39,9926.31,12094.77
20086,8964.88,1196.3,4991.65,9925.7,12094.26
20087,8963.59,1196.38,4991.05,9924.3,12094.78
20088,8964.2,1196.36,4990.63,9925.38,12096.34
20089,8964.49,1196.43,4990.85,9927.27,12096.08
20090,8963.5,1196.26,4990.94,9927.0,12097.06
20091,8964.34,1196.2,4990.79,9926.8,12097.27
20092,8963.78,1196.09,4990.61,9928.45,12097.9
20093,8965.21,1196.13,4991.06,9927.91,12098.5
20094,8963.51,1196.13,4990.92,9928.48,12099.32
20095,8963.94,1196.31,4991.72,9927.9,12099.34
20096,8964.39,1196.2,4990.48,9927.96,12096.5
20097,8966.16,1196.24,4991.26,9928.84,12095.91
20098,8965.69,1196.09,4991.51,9927.29,12096.43
20099,8965.67,1196.16,4992.77,9927.91,12096.46
20100,8966.57,1196.2,4992.61,9926.15,12099.01
20101,8965.6,1196.43,4992.33,9924.25,12098.34
20102,8964.99,1196.32,4992.45,9925.06,12098.05
20103,8966.7,1196.24,4991.01,9924.49,12096.01
20104,8965.28,1196.26,4991.49,9923.59,12094.03
20105,8962.85,1196.37,4992.29,9923.31,12096.32
20106,8962.84,1196.19,4991.85,9923.48,12096.06
20107,8964.48,1196.27,4991.83,9923.75,12097.0
20108,8964.99,1196.51,4991.82,9924.62,12095.97
20109,8965.67,1196.54,4991.6,9925.34,12095.99
20110,8965.2,1196.74,4991.8,9924.38,12093.74
20111,8964.76,1196.88,4991.22,9924.01,12096.34
20112,8965.66,1196.89,4990.7,9922.42,12097.4
20113,8965.66,1196.79,4989.56,9922.73,12097.98
20114,8964.46,1196.83,4988.63,9922.89,12099.04
20115,8965.17,1196.87,4987.91,9923.23,12100.03
20116,8965.53,1196.67,4987.89,9923.45,12100.68
20117,8966.06,1196.45,4986.72,9924.19,12100.34
20118,8966.38,1196.54,4987.25,9924.07,12098.39
20119,8966.99,1196.53,4987.62,9923.13,12099.08
20120,8966.69,1196.29,4987.35,9922.73,12100.74
20121,8967.25,1196.41,4987.64,9923.6,12101.02
20122,8966.89,1196.34,4987.37,9922.06,12101.83
20123,8966.25,1196.24,4987.83,9921.91,12100.9
20124,8967.76,1196.23,4987.94,9923.82,12103.4
20125,8969.11,1196.25,4988.5,9923.12,12103.39
20126,8969.69,1196.06,4987.71,9922.87,12103.7
20127,8971.14,1195.93,4987.44,9922.08,12105.74
20128,8969.43,1195.96,4987.69,9922.2,12103.95
20129,8969.25,1195.99,4987.44,9920.97,12104.48
20130,8969.05,1195.91,4986.92,9920.59,12104.07
20131,8969.14,1196.06,4987.21,9919.55,12102.7
20132,8969.66,1196.14,4987.59,9918.54,12101.92
20133,8969.97,1196.21,4987.79,9917.84,12102.83
20134,8969.88,1196.12,4987.8,9916.44,12103.78
20135,8969.98,1196.04,4988.19,9914.85,12104.94
20136,8968.57,1195.82,4987.42,9913.37,12103.13
20137,8968.96,1195.77,4987.11,9913.45,12102.03
20138,8969.54,1195.53,4987.09,9912.32,12098.84
20139,8970.81,1195.6,4987.14,9911.19,12095.61
20140,8970.39,1195.38,4987.2,9912.41,12096.92
20141,8970.25,1195.12,4987.03,9912.0,12095.05
20142,8970.78,1195.18,4985.97,9911.64,12096.36
20143,8971.62,1195.27,4986.59,9912.59,12095.84
20144,8971.72,1195.4,4986.76,9911.87,12097.17
20145,8970.06,1195.47,4987.17,9911.1,12098.04
20146,8971.01,1195.46,4986.67,9909.51,12096.26
20147,8970.45,1195.19,4985.81,9911.02,12095.67
20148,8971.47,1195.34,4985.61,9910.03,12094.02
20149,8971.89,1195.38,4985.65,9910.92,12096.15
20150,8972.68,1195.29,4984.92,9911.05,12097.34
20151,8972.21,1195.28,4984.74,9909.64,12095.65
20152,8971.67,1195.51,4985.02,9909.96,12094.96
20153,8971.79,1195.31,4984.89,9910.21,12097.68
20154,8970.93,1195.21,4983.86,9909.0,12097.37
20155,8971.76,1195.24,4983.33,9908.52,12100.75
20156,8971.73,1195.45,4983.28,9909.85,12100.06
20157,8972.01,1195.45,4982.37,9910.99,12100.1
20158,8970.5,1195.73,4982.51,9910.85,12100.0
20159,8969.71,1195.85,4982.15,9911.97,12099.73
20160,8970.42,1196.0,4982.46,9911.23,12098.8
20161,8969.71,1195.85,4982.25,9910.92,12098.89
20162,8969.7,1195.77,4982.98,9911.08,12098.08
20163,8969.94,1195.83,4982.8,9911.6,12098.59
20164,8968.89,1196.05,4982.19,9910.36,12099.22
20165,8969.24,1196.15,4981.97,9909.74,12099.09
20166,8969.53,1196.12,4981.45,9911.13,12100.62
20167,8969.21,1195.94,4981.37,9911.26,12100.74
20168,8969.84,1196.0,4981.58,9910.53,12102.09
20169,8969.33,1195.97,4980.87,9910.36,12100.84
20170,8967.63,1196.16,4980.8,9909.98,12099.21
20171,8966.82,1196.29,4980.56,9909.52,12100.04
20172,8968.31,1196.24,4980.1,9908.77,12099.37
20173,8968.18,1196.22,4980.03,9908.41,12101.23
20174,8968.14,1196.11,4979.38,9909.06,12100.1
20175,8967.96,1195.99,4979.68,9910.34,12099.32
20176,8968.67,1195.95,4980.88,9912.02,12099.9
20177,8968.7,1195.9,4980.42,9911.25,12101.36
20178,8968.64,1195.79,4979.85,9910.81,12103.5
20179,8969.11,1195.9,4979.72,9909.86,12104.96
20180,8968.93,1195.73,4980.01,9911.35,12104.29
20181,8969.35,1195.69,4979.35,9910.59,12104.42
20182,8967.46,1195.74,4980.09,9910.51,12105.02
20183,8966.72,1195.91,4979.18,9910.33,12104.55
20184,8965.15,1195.67,4980.07,9910.01,12104.39
20185,8966.7,1195.75,4980.19,9908.89,12104.05
20186,8966.16,1195.78,4979.92,9909.08,12105.51
20187,8967.28,1195.83,4980.15,9908.5,12107.5
20188,8965.95,1195.96,4981.16,9907.66,12106.87
20189,8967.2,1196.18,4980.94,9908.43,12107.22
20190,8967.93,1196.22,4981.16,9908.3,12108.81
20191,8967.97,1196.22,4981.5,9909.56,12109.15
20192,8967.59,1196.24,4981.77,9910.05,12112.0
20193,8966.87,1196.22,4982.15,9908.16,12111.82
20194,8965.7,1196.4,4982.6,9908.37,12113.03
20195,8965.22,1196.69,4982.92,9906.06,12114.47
20196,8963.62,1196.7,4981.78,9907.13,12115.04
20197,8963.99,1196.4,4982.42,9907.64,12116.06
20198,8963.5,1196.36,4981.9,9906.87,12114.82
20199,8961.68,1196.26,4981.42,9907.11,12114.09
20200,8962.1,1196.3,4981.35,9906.02,12114.8
20201,8961.01,1196.55,4981.32,9906.71,12115.64
20202,8960.33,1196.62,4981.22,9906.42,12112.31
20203,8959.96,1196.48,4980.48,9906.46,12110.56
20204,8959.12,1196.5,4980.91,9906.3,12110.75
20205,8959.69,1196.67,4980.88,9906.89,12110.34
20206,8961.09,1196.57,4981.14,9905.32,12110.51
20207,8961.68,1196.69,4981.27,9906.03,12110.19
20208,8961.04,1196.72,4982.45,9906.29,12109.17
20209,8959.82,1196.69,4983.47,9906.17,12109.51
20210,8959.33,1196.65,4983.48,9906.6,12109.46
20211,8960.5,1196.58,4982.77,9906.05,12111.23
20212,8960.18,1196.68,4982.6,9905.96,12111.62
20213,8959.93,1196.61,4983.13,9906.34,12113.71
20214,8959.53,1196.75,4982.47,9905.76,12114.29
20215,8959.31,1196.69,4982.55,9905.07,12112.25
20216,8959.51,1196.64,4983.56,9905.0,12111.48
20217,8961.79,1196.67,4982.39,9903.25,12111.22
20218,8962.34,1196.73,4982.1,9902.72,12111.62
20219,8964.29,1196.59,4982.77,9903.54,12112.74
20220,8962.61,1196.7,4983.13,9903.13,12112.38
20221,8964.34,1196.75,4984.04,9904.69,12112.2
20222,8965.25,1196.99,4983.96,9904.94,12111.36
20223,8965.56,1197.03,4983.45,9904.44,12112.2
20224,8964.52,1196.83,4983.88,9905.08,12111.25
20225,8961.97,1196.71,4984.54,9907.66,12111.62
20226,8962.3,1196.61,4985.24,9907.13,12112.18
20227,8962.06,1196.66,4985.43,9906.16,12113.13
20228,8961.7,1196.71,4985.23,9905.66,12113.85
20229,8962.67,1196.71,4986.13,9908.57,12113.6
20230,8963.53,1196.81,4986.7,9909.03,12114.27
20231,8964.37,1196.83,4986.87,9907.67,12113.96
20232,8964.46,1196.97,4986.37,9907.84,12113.84
20233,8965.19,1196.69,4986.34,9907.44,12115.08
20234,8964.45,1196.86,4987.18,9908.11,12114.81
20235,8964.25,1196.95,4987.49,9909.74,12114.77
20236,8964.01,1196.75,4987.01,9909.72,12117.3
20237,8962.86,1196.68,4987.1,9909.38,12116.67
20238,8961.81,1196.63,4986.76,9909.66,12115.45
20239,8959.52,1196.65,4986.62,9908.87,12115.77
20240,8959.49,1196.69,4986.67,9908.76,12115.49
20241,8958.61,1196.69,4987.14,9909.53,12114.86
20242,8958.95,1196.72,4986.74,9908.53,12116.76
20243,8961.16,1196.58,4986.46,9906.38,12115.87
20244,8960.58,1196.64,4986.09,9906.76,12116.64
20245,8959.49,1196.76,4985.61,9906.58,12114.49
20246,8960.11,1196.78,4985.88,9905.16,12114.67
20247,8959.61,1196.75,4985.85,9905.51,12113.05
20248,8960.53,1196.83,4985.21,9903.82,12113.08
20249,8961.79,1196.89,4985.94,9904.92,12113.68
20250,8961.35,1197.03,4987.08,9905.63,12114.69
20251,8959.32,1197.06,4986.18,9904.95,12114.07
20252,8958.02,1197.15,4986.5,9904.62,12112.57
20253,8959.85,1197.16,4986.83,9904.33,12110.21
20254,8959.95,1197.06,4985.7,9903.81,12110.91
20255,8959.83,1197.14,4986.22,9903.52,12111.87
20256,8959.32,1196.91,4987.21,9905.36,12113.13
20257,8959.14,1196.81,4987.68,9903.78,12115.42
20258,8959.72,1197.0,4988.25,9902.69,12113.68
20259,8959.9,1197.08,4988.94,9903.32,12114.09
20260,8959.01,1197.24,4987.36,9904.15,12113.3
20261,8958.99,1197.28,4987.01,9904.48,12113.75
20262,8959.6,1197.17,4987.33,9902.81,12114.22
20263,8960.44,1197.07,4986.67,9902.17,12114.34
20264,8962.85,1196.85,4986.83,9901.88,12114.21
20265,8962.71,1196.71,4987.24,9899.49,12113.0
20266,8962.32,1196.82,4986.56,9899.76,12112.46
20267,8961.88,1196.8,4986.43,9898.93,12113.37
20268,8959.61,1196.79,4986.2,9900.89,12112.86
20269,8958.57,1196.93,4986.15,9901.35,12113.09
20270,8958.21,1196.73,4985.9,9901.12,12113.08
20271,8958.81,1196.91,4986.18,9900.57,12113.97
20272,8959.43,1196.6,4987.07,9899.78,12114.34
20273,8957.06,1196.54,4987.18,9898.25,12115.29
20274,8956.73,1196.55,4985.66,9896.2,12113.74
20275,8956.14,1196.64,4985.67,9896.35,12114.3
20276,8956.51,1196.73,4985.06,9896.65,12112.76
20277,8955.79,1196.67,4985.76,9896.39,12113.59
20278,8956.43,1196.74,4985.95,9894.81,12114.33
20279,8958.05,1196.81,4985.92,9894.9,12114.02
20280,8958.52,1196.56,4985.9,9891.56,12113.86
20281,8958.15,1196.92,4986.78,9891.12,12113.18
20282,8957.26,1196.78,4987.03,9888.93,12114.22
20283,8957.98,1196.72,4987.14,9887.55,12114.62
20284,8958.61,1196.65,4988.27,9888.29,12113.04
20285,8957.57,1196.8,4988.66,9887.45,12113.42
20286,8957.12,1196.82,4989.07,9886.32,12113.51
20287,8957.96,1196.83,4988.43,9887.21,12114.62
20288,8958.41,1196.79,4988.19,9888.65,12115.42
20289,8958.15,1196.9,4988.65,9888.69,12115.07
20290,8959.22,1197.15,4988.51,9889.97,12117.7
20291,8959.24,1197.31,4988.55,9888.38,12117.18
20292,8958.89,1197.3,4988.89,9888.64,12118.19
20293,8958.76,1197.15,4989.3,9887.89,12116.57
20294,8958.71,1197.05,4989.76,9886.22,12117.19
20295,8958.0,1196.93,4988.91,9884.95,12118.45
20296,8958.51,1196.96,4988.42,9885.39,12119.83
20297,8957.11,1197.07,4988.77,9885.0,12119.47
20298,8956.24,1197.12,4988.01,9884.93,12118.85
20299,8956.03,1197.12,4987.56,9886.06,12117.8
20300,8954.89,1197.1,4987.49,9886.11,12117.28
20301,8954.15,1197.03,4987.25,9887.87,12116.86
20302,8955.0,1196.96,4986.65,9888.93,12115.79
20303,8955.31,1197.07,4987.21,9890.59,12117.23
20304,8953.94,1197.04,4987.26,9891.97,12115.57
20305,8954.32,1196.92,4987.89,9891.93,12114.2
20306,8954.44,1197.07,4986.86,9893.26,12115.44
20307,8954.06,1196.98,4987.44,9893.49,12113.74
20308,8954.44,1196.96,4987.9,9892.0,12114.89
20309,8955.15,1197.01,4988.06,9892.48,12114.51
20310,8954.23,1196.99,4987.89,9893.69,12114.15
20311,8954.47,1197.16,4988.94,9895.16,12114.99
20312,8953.58,1197.28,4989.09,9895.49,12115.85
20313,8954.34,1197.02,4988.76,9898.56,12116.0
20314,8954.36,1196.88,4989.05,9895.82,12114.91
20315,8954.84,1196.75,4988.68,9897.58,12113.98
20316,8953.87,1196.8,4989.25,9897.6,12111.56
20317,8955.06,1196.73,4989.06,9898.1,12112.68
20318,8954.93,1196.65,4988.78,9899.82,12112.75
20319,8955.06,1196.55,4988.64,9898.5,12113.82
20320,8954.06,1196.42,4988.97,9898.81,12110.12
20321,8955.2,1196.34,4988.21,9896.42,12109.41
20322,8954.75,1196.27,4987.55,9897.19,12107.57
20323,8953.78,1196.25,4987.03,9898.61,12105.41
20324,8953.19,1196.52,4986.98,9900.54,12104.24
20325,8951.41,1196.48,4986.75,9899.7,12104.86
20326,8950.65,1196.63,4986.98,9898.87,12106.66
20327,8951.87,1196.73,4987.46,9897.69,12106.71
20328,8952.28,1196.59,4987.38,9899.21,12105.4
20329,8951.12,1196.61,4987.58,9897.21,12105.15
20330,8950.88,1196.5,4986.79,9895.73,12106.89
20331,8950.68,1196.58,4986.33,9895.22,12109.05
20332,8950.14,1196.61,4985.77,9895.35,12108.02
20333,8947.65,1196.74,4986.32,9895.05,12105.71
20334,8948.12,1196.51,4986.29,9894.76,12104.58
20335,8948.58,1196.54,4985.94,9893.84,12104.12
20336,8949.03,1196.37,4985.67,9895.74,12105.48
20337,8947.94,1196.33,4986.61,9897.46,12108.72
20338,8948.24,1196.15,4987.09,9897.87,12109.74
20339,8948.53,1196.24,4987.38,9897.63,12110.06
20340,8949.67,1196.3,4987.25,9898.5,12109.94
20341,8949.89,1196.31,4986.84,9899.71,12108.99
20342,8948.62,1196.41,4987.26,9899.09,12106.45
20343,8947.98,1196.56,4985.66,9897.81,12108.3
20344,8948.91,1196.59,4985.26,9897.96,12108.75
20345,8948.52,1196.64,4985.83,9899.92,12110.2
20346,8949.26,1196.55,4985.71,9897.51,12111.0
20347,8949.98,1196.78,4984.62,9896.94,12112.61
20348,8950.97,1196.81,4984.45,9896.75,12114.39
20349,8951.04,1196.67,4983.86,9897.9,12116.24
20350,8950.41,1196.44,4983.34,9897.5,12117.34
20351,8950.91,1196.3,4983.58,9896.97,12117.4
20352,8952.36,1196.41,4984.12,9896.35,12116.95
20353,8951.84,1196.41,4984.26,9896.8,12116.34
20354,8950.9,1196.39,4984.27,9897.48,12115.41
20355,8950.31,1196.29,4984.66,9896.87,12117.56
20356,8951.13,1196.25,4984.74,9895.9,12116.91
20357,8949.52,1196.18,4984.16,9895.85,12117.76
20358,8948.15,1196.1,4984.0,9894.74,12119.2
20359,8947.62,1195.99,4984.2,9894.3,12119.33
20360,8948.15,1196.15,4983.85,9894.9,12120.66
20361,8947.62,1196.14,4983.4,9893.74,12118.18
20362,8945.93,1196.17,4983.23,9893.64,12117.99
20363,8945.83,1195.97,4983.51,9895.2,12118.87
20364,8946.31,1196.12,4984.33,9894.3,12119.4
20365,8944.41,1196.24,4984.31,9892.38,12116.52
20366,8943.89,1196.18,4985.03,9892.76,12114.24
20367,8944.17,1196.14,4985.58,9892.24,12114.59
20368,8944.46,1196.27,4986.6,9892.59,12115.56
20369,8945.07,1196.29,4986.83,9893.91,12116.75
20370,8945.11,1196.22,4986.82,9893.23,12116.67
20371,8946.76,1196.19,4986.71,9893.03,12114.69
20372,8947.03,1196.36,4987.09,9892.84,12114.42
20373,8946.58,1196.33,4987.49,9892.85,12113.69
20374,8946.05,1196.28,4987.48,9893.91,12111.47
20375,8946.51,1196.31,4987.18,9893.52,12110.07
20376,8946.61,1196.34,4986.91,9895.23,12109.15
20377,8946.89,1196.34,4986.67,9893.09,12107.41
20378,8948.46,1196.1,4986.48,9892.94,12108.23
20379,8949.59,1196.27,4986.74,9891.13,12105.81
20380,8948.82,1196.21,4987.1,9891.87,12106.59
20381,8949.53,1196.29,4987.04,9891.03,12106.92
20382,8949.28,1196.31,4986.93,9890.44,12108.12
20383,8947.77,1196.4,4986.43,9891.62,12108.78
20384,8947.97,1196.5,4985.84,9891.07,12110.28
20385,8948.83,1196.36,4985.76,9891.03,12110.04
20386,8949.6,1196.34,4985.58,9889.7,12108.81
20387,8948.98,1196.5,4985.84,9889.41,12108.75
20388,8949.51,1196.27,4986.02,9890.95,12110.43
20389,8948.34,1196.42,4986.7,9891.05,12110.39
20390,8948.5,1196.39,4987.29,9888.6,12111.56
20391,8948.14,1196.49,4987.85,9888.53,12112.22
20392,8947.89,1196.57,4988.43,9888.29,12112.6
20393,8948.39,1196.41,4988.05,9889.68,12113.05
20394,8949.43,1196.34,4988.35,9889.41,12114.4
20395,8949.4,1196.46,4988.89,9889.47,12115.37
20396,8949.26,1196.61,4988.08,9889.48,12113.61
20397,8949.3,1196.51,4988.98,9888.69,12112.04
20398,8949.34,1196.51,4988.24,9889.11,12112.37
20399,8949.28,1196.51,4987.51,9889.08,12113.59
20400,8949.48,1196.42,4987.32,9889.19,12115.02
20401,8950.61,1196.23,4987.8,9888.58,12115.44
20402,8949.89,1196.0,4986.89,9890.86,12115.52
20403,8950.04,1196.21,4986.9,9891.84,12116.34
20404,8949.04,1196.2,4986.85,9891.69,12115.7
20405,8950.26,1196.09,4987.12,9891.88,12115.26
20406,8950.65,1196.08,4986.58,9891.23,12116.02
20407,8951.23,1196.07,4986.77,9891.88,12116.17
20408,8950.64,1196.16,4986.75,9893.22,12115.23
